,workclass,education,marital-status,occupation,relationship,race,gender,net-income
2631,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
2632,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=50
2633,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2634,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2635,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2636,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2637,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2638,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50
2639,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,<=50
2640,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2641,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50
2642,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,<=50
2643,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2644,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,Female,<=50
2645,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2646,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50
2647,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2648,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Male,<=50
2649,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50
2650,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2651,Private,9th,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,<=50
2652,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2653,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,<=50
2654,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
2655,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
2656,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
2657,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
2658,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2659,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2660,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2661,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2662,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
2663,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,<=50
2664,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2665,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2666,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2667,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,>50
2668,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
2669,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2670,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2671,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
2672,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50
2673,Self-emp-not-inc,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,<=50
2674,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2675,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
2676,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50
2677,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2678,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50
2679,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2680,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,<=50
2681,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2682,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2683,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2684,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2685,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2686,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,<=50
2687,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2688,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
2689,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2690,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
2691,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
2692,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2693,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2694,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
2695,Self-emp-inc,Doctorate,Separated,Prof-specialty,Not-in-family,White,Male,>50
2696,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
2697,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2698,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
2699,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,<=50
2700,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,<=50
2701,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2702,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,<=50
2703,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
2704,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2705,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2706,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2707,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
2708,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2709,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50
2710,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2711,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,>50
2712,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
2713,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
2714,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,<=50
2715,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
2716,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
2717,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=50
2718,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2719,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2720,Private,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,>50
2721,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,<=50
2722,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
2723,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2724,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
2725,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
2726,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2727,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2728,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
2729,Private,9th,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50
2730,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2731,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2732,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2733,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2734,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2735,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2736,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,Male,>50
2737,Private,12th,Married-civ-spouse,Sales,Husband,White,Male,<=50
2738,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,<=50
2739,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
2740,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
2741,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2742,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
2743,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2744,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,>50
2745,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2746,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,<=50
2747,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2748,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2749,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2750,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50
2751,Private,Some-college,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,<=50
2752,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
2753,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2754,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
2755,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
2756,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2757,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
2758,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2759,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
2760,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2761,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,>50
2762,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2763,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2764,Private,Masters,Divorced,Transport-moving,Not-in-family,White,Male,<=50
2765,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
2766,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,<=50
2767,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
2768,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2769,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
2770,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
2771,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
2772,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2773,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,<=50
2774,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
2775,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2776,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
2777,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Unmarried,White,Male,<=50
2778,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
2779,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,<=50
2780,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2781,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2782,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,<=50
2783,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2784,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Female,<=50
2785,Federal-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,>50
2786,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2787,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Male,<=50
2788,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
2789,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,<=50
2790,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2791,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,<=50
2792,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,>50
2793,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2794,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50
2795,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
2796,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2797,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2798,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,>50
2799,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
2800,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
2801,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
2802,Private,Prof-school,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,>50
2803,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2804,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
2805,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2806,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2807,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2808,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
2809,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2810,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2811,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2812,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,<=50
2813,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2814,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,<=50
2815,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2816,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,<=50
2817,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,<=50
2818,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,>50
2819,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50
2820,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2821,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2822,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,>50
2823,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2824,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2825,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2826,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
2827,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
2828,Private,Masters,Separated,Prof-specialty,Not-in-family,White,Female,<=50
2829,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
2830,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2831,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2832,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<=50
2833,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
2834,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,<=50
2835,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,>50
2836,Local-gov,Bachelors,Divorced,Protective-serv,Not-in-family,Black,Male,<=50
2837,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,<=50
2838,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2839,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
2840,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,>50
2841,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
2842,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50
2843,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2844,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,<=50
2845,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,<=50
2846,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
2847,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
2848,Private,Prof-school,Married-civ-spouse,Tech-support,Husband,White,Male,<=50
2849,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2850,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
2851,Private,Bachelors,Divorced,Adm-clerical,Own-child,White,Male,<=50
2852,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
2853,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
2854,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
2855,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,<=50
2856,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
2857,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
2858,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
2859,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
